text_id,hidden_index,encoder_layer,head_type,pooling,class_0_logit,class_1_logit,class_0_prob,class_1_prob,logit_margin_1_minus_0,max_probability,entropy,model_hash
t0,5,4,copied_layer_heads,masked_mean,0.2339162677526474,0.09192590415477753,0.535438060760498,0.46456193923950195,-0.14199036359786987,0.535438060760498,0.6906334161758423,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,6,5,copied_layer_heads,masked_mean,0.15860241651535034,0.056233301758766174,0.5255699157714844,0.47443002462387085,-0.10236911475658417,0.5255699157714844,0.6918389797210693,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,7,6,copied_layer_heads,masked_mean,0.20338626205921173,0.19384631514549255,0.5023849606513977,0.4976150095462799,-0.009539946913719177,0.5023849606513977,0.6931357979774475,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,8,7,copied_layer_heads,masked_mean,0.12126974016427994,0.3201386332511902,0.4504460096359253,0.5495540499687195,0.19886890053749084,0.5495540499687195,0.6882278919219971,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,9,8,copied_layer_heads,masked_mean,0.10724077373743057,0.34819144010543823,0.4400520920753479,0.5599479079246521,0.24095067381858826,0.5599479079246521,0.6859423518180847,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,10,9,copied_layer_heads,masked_mean,0.14243358373641968,0.40845146775245667,0.43388500809669495,0.5661150813102722,0.266017884016037,0.5661150813102722,0.6843791007995605,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,11,10,copied_layer_heads,masked_mean,0.1604558676481247,0.3089882433414459,0.46293503046035767,0.5370649695396423,0.14853237569332123,0.5370649695396423,0.6903970241546631,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t0,12,11,copied_layer_heads,masked_mean,-0.10914791375398636,0.005074514076113701,0.47147536277770996,0.5285245776176453,0.11422242969274521,0.5285245776176453,0.691519021987915,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,1,0,copied_layer_heads,masked_mean,0.1480560004711151,-0.08488451689481735,0.5579732060432434,0.4420267641544342,-0.23294052481651306,0.5579732060432434,0.6864103078842163,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,2,1,copied_layer_heads,masked_mean,0.05742385983467102,-0.014799045398831367,0.5180478692054749,0.48195210099220276,-0.07222290337085724,0.5180478692054749,0.692495584487915,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,3,2,copied_layer_heads,masked_mean,0.030260536819696426,0.05617004632949829,0.493522971868515,0.5064769983291626,0.025909509509801865,0.5064769983291626,0.6930633187294006,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,4,3,copied_layer_heads,masked_mean,0.007221256382763386,-0.013586783781647682,0.5052018165588379,0.4947981834411621,-0.020808041095733643,0.5052018165588379,0.6930930614471436,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,5,4,copied_layer_heads,masked_mean,0.11460600793361664,-0.09610223770141602,0.5524830222129822,0.4475169777870178,-0.21070824563503265,0.5524830222129822,0.6876280903816223,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,6,5,copied_layer_heads,masked_mean,0.1359785944223404,-0.03315805643796921,0.5421836376190186,0.45781633257865906,-0.169136643409729,0.5421836376190186,0.6895840167999268,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,7,6,copied_layer_heads,masked_mean,0.22202275693416595,0.01917537860572338,0.5505386590957642,0.44946134090423584,-0.20284737646579742,0.5505386590957642,0.6880301237106323,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,8,7,copied_layer_heads,masked_mean,0.29185548424720764,0.08060948550701141,0.5526160001754761,0.4473840296268463,-0.21124599874019623,0.5526160001754761,0.6876000165939331,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,9,8,copied_layer_heads,masked_mean,0.1574973613023758,0.15519461035728455,0.5005756616592407,0.4994243085384369,-0.0023027509450912476,0.5005756616592407,0.6931465268135071,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,10,9,copied_layer_heads,masked_mean,0.23539356887340546,0.12985670566558838,0.5263597369194031,0.47364023327827454,-0.10553686320781708,0.5263597369194031,0.6917568445205688,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,11,10,copied_layer_heads,masked_mean,0.15698014199733734,-0.02064993418753147,0.544291079044342,0.4557088315486908,-0.17763008177280426,0.544291079044342,0.6892186403274536,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t1,12,11,copied_layer_heads,masked_mean,-0.05022401362657547,-0.5876928567886353,0.6312233805656433,0.3687765896320343,-0.5374688506126404,0.6312233805656433,0.6583013534545898,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,1,0,copied_layer_heads,masked_mean,-0.08211106806993484,0.040609851479530334,0.4693582057952881,0.5306417942047119,0.12272091954946518,0.5306417942047119,0.6912681460380554,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,2,1,copied_layer_heads,masked_mean,-0.08533014357089996,0.04901114106178284,0.4664650857448578,0.5335348844528198,0.1343412846326828,0.5335348844528198,0.6908963322639465,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,3,2,copied_layer_heads,masked_mean,-0.0725775733590126,0.11370909214019775,0.45356255769729614,0.5464374423027039,0.18628665804862976,0.5464374423027039,0.6888281106948853,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,4,3,copied_layer_heads,masked_mean,0.09017664939165115,-0.02229386754333973,0.5280880331993103,0.4719119966030121,-0.11247051507234573,0.5280880331993103,0.6915684938430786,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,5,4,copied_layer_heads,masked_mean,0.022133726626634598,-0.12360082566738129,0.536369264125824,0.46363070607185364,-0.14573454856872559,0.536369264125824,0.6904994249343872,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,6,5,copied_layer_heads,masked_mean,0.09438712894916534,-0.03852669149637222,0.5331796407699585,0.4668203890323639,-0.13291382789611816,0.5331796407699585,0.6909438371658325,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,7,6,copied_layer_heads,masked_mean,-0.0005109503399580717,0.09674477577209473,0.47570523619651794,0.5242947936058044,0.09725572913885117,0.5242947936058044,0.6919662356376648,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,8,7,copied_layer_heads,masked_mean,-0.009559874422848225,0.14473488926887512,0.46150264143943787,0.5384973287582397,0.15429475903511047,0.5384973287582397,0.6901801824569702,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,9,8,copied_layer_heads,masked_mean,-0.04719604551792145,0.1706891804933548,0.4457431435585022,0.554256796836853,0.21788522601127625,0.554256796836853,0.6872479915618896,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,10,9,copied_layer_heads,masked_mean,-0.01898149773478508,0.1139347031712532,0.4668198227882385,0.5331802368164062,0.13291619718074799,0.5331802368164062,0.690943717956543,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,11,10,copied_layer_heads,masked_mean,-0.057282354682683945,0.0050011854618787766,0.4844341576099396,0.5155658721923828,0.06228353828191757,0.5155658721923828,0.6926624774932861,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t2,12,11,copied_layer_heads,masked_mean,-0.4991966784000397,-0.5233717560768127,0.5060434937477112,0.4939565360546112,-0.02417507767677307,0.5060434937477112,0.693074107170105,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,1,0,copied_layer_heads,masked_mean,0.10517746210098267,-0.08666471391916275,0.5478140115737915,0.4521860182285309,-0.19184216856956482,0.5478140115737915,0.6885678172111511,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,2,1,copied_layer_heads,masked_mean,0.1607644259929657,-0.213932067155838,0.5925933718681335,0.4074067175388336,-0.3746964931488037,0.5925933718681335,0.6759006977081299,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,3,2,copied_layer_heads,masked_mean,0.13993258774280548,-0.15568959712982178,0.573371946811676,0.4266279935836792,-0.29562216997146606,0.573371946811676,0.6823413372039795,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,4,3,copied_layer_heads,masked_mean,0.2804202735424042,-0.23250353336334229,0.6254916787147522,0.3745083808898926,-0.5129238367080688,0.6254916787147522,0.6613115072250366,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,5,4,copied_layer_heads,masked_mean,0.19749514758586884,-0.3765656054019928,0.6396996378898621,0.36030033230781555,-0.5740607380867004,0.6396996378898621,0.6535907983779907,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,6,5,copied_layer_heads,masked_mean,0.19283856451511383,-0.2349998950958252,0.6053574085235596,0.3946426212787628,-0.42783844470977783,0.6053574085235596,0.6707795858383179,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,7,6,copied_layer_heads,masked_mean,0.23036324977874756,-0.04494831711053848,0.5683963894844055,0.4316035807132721,-0.27531155943870544,0.5683963894844055,0.6837616562843323,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,8,7,copied_layer_heads,masked_mean,0.29717981815338135,0.03320992365479469,0.5656118988990784,0.43438804149627686,-0.26396989822387695,0.5656118988990784,0.6845124959945679,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,9,8,copied_layer_heads,masked_mean,0.19883865118026733,0.04518033564090729,0.5383391976356506,0.46166083216667175,-0.15365831553936005,0.5383391976356506,0.6902045011520386,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,10,9,copied_layer_heads,masked_mean,0.18438631296157837,0.03390137851238251,0.5375503897666931,0.4624496102333069,-0.15048493444919586,0.5375503897666931,0.6903244853019714,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,11,10,copied_layer_heads,masked_mean,0.025688055902719498,-0.012336814776062965,0.5095050930976868,0.4904949367046356,-0.03802487254142761,0.5095050930976868,0.6929664611816406,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t3,12,11,copied_layer_heads,masked_mean,-0.2082100212574005,-0.1462714970111847,0.4845203161239624,0.5154796838760376,0.06193852424621582,0.5154796838760376,0.6926678419113159,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
t4,1,0,copied_layer_heads,masked_mean,0.1988215297460556,0.006486838683485985,0.5479360222816467,0.45206403732299805,-0.19233469665050507,0.5479360222816467,0.6885443925857544,b6de21972c150139d0407b8e8e92bed3db9f23f92a1c700121790fe18c10bc33
